    i          rs           x          Q2       sigma        stat        syst        norm
  222      44.7213595       0.0012900       1.2900000       0.0000000       0.0026721       2.3000000       4.3000000
  223      44.7213595       0.0020500       1.2900000       0.0000000       0.0025583       2.3000000       4.3000000
  224      44.7213595       0.0020500       2.0500000       0.0000000       0.0033520       2.3000000       4.3000000
  225      44.7213595       0.0032500       1.2900000       0.0000000       0.0025140       2.3000000       4.3000000
  226      44.7213595       0.0032500       2.0500000       0.0000000       0.0031939       2.3000000       4.3000000
  227      44.7213595       0.0032500       3.2500000       0.4538535       0.0040161       2.3000000       4.3000000
  228      44.7213595       0.0051500       1.2900000       0.0000000       0.0025140       2.3000000       4.3000000
  229      44.7213595       0.0051500       2.0500000       0.0000000       0.0031275       2.3000000       4.3000000
  230      44.7213595       0.0051500       3.2500000       0.4684525       0.0038264       2.3000000       4.3000000
  231      44.7213595       0.0051500       5.1500000       0.5011790       0.0049015       2.3000000       4.3000000
  232      44.7213595       0.0081500       1.2900000       0.0000000       0.0025361       2.3000000       4.3000000
  233      44.7213595       0.0081500       2.0500000       0.0000000       0.0031243       2.3000000       4.3000000
  234      44.7213595       0.0081500       3.2500000       0.3968561       0.0037631       2.3000000       4.3000000
  235      44.7213595       0.0081500       5.1500000       0.4710815       0.0047118       2.3000000       4.3000000
  236      44.7213595       0.0081500       8.1500000       0.5403592       0.0061032       2.3000000       4.3000000
  237      44.7213595       0.0129000       1.2900000       0.0000000       0.0025709       2.3000000       4.3000000
  238      44.7213595       0.0129000       2.0500000       0.0000000       0.0031528       2.3000000       4.3000000
  239      44.7213595       0.0129000       3.2500000       0.3915830       0.0037631       2.3000000       4.3000000
  240      44.7213595       0.0129000       5.1500000       0.4147605       0.0046169       2.3000000       4.3000000
  241      44.7213595       0.0129000       8.1500000       0.4501437       0.0058818       2.3000000       4.3000000
  242      44.7213595       0.0129000      12.9000000       0.4990102       0.0077476       2.3000000       4.3000000
  243      44.7213595       0.0205000       1.2900000       0.0000000       0.0026152       2.3000000       4.3000000
  244      44.7213595       0.0205000       2.0500000       0.0000000       0.0031939       2.3000000       4.3000000
  245      44.7213595       0.0205000       3.2500000       0.4063207       0.0037947       2.3000000       4.3000000
  246      44.7213595       0.0205000       5.1500000       0.4263953       0.0046169       2.3000000       4.3000000
  247      44.7213595       0.0205000       8.1500000       0.4352045       0.0057870       2.3000000       4.3000000
  248      44.7213595       0.0205000      12.9000000       0.4485062       0.0074946       2.3000000       4.3000000
  249      44.7213595       0.0205000      20.5000000       0.4750134       0.0099928       2.3000000       4.3000000
  250      44.7213595       0.0325000       1.2900000       0.0000000       0.0026626       2.3000000       4.3000000
  251      44.7213595       0.0325000       2.0500000       0.0000000       0.0032255       2.3000000       4.3000000
  252      44.7213595       0.0325000       3.2500000       0.3986133       0.0038264       2.3000000       4.3000000
  253      44.7213595       0.0325000       5.1500000       0.4185514       0.0046802       2.3000000       4.3000000
  254      44.7213595       0.0325000       8.1500000       0.4224991       0.0058186       2.3000000       4.3000000
  255      44.7213595       0.0325000      12.9000000       0.4226310       0.0073997       2.3000000       4.3000000
  256      44.7213595       0.0325000      20.5000000       0.4342384       0.0096449       2.3000000       4.3000000
  257      44.7213595       0.0325000      32.5000000       0.4602295       0.0129337       2.3000000       4.3000000
  258      44.7213595       0.0515000       2.0500000       0.0000000       0.0032571       2.3000000       4.3000000
  259      44.7213595       0.0515000       3.2500000       0.3847742       0.0038896       2.3000000       4.3000000
  260      44.7213595       0.0515000       5.1500000       0.4080005       0.0047750       2.3000000       4.3000000
  261      44.7213595       0.0515000       8.1500000       0.4129711       0.0059135       2.3000000       4.3000000
  262      44.7213595       0.0515000      12.9000000       0.4057092       0.0074314       2.3000000       4.3000000
  263      44.7213595       0.0515000      20.5000000       0.4018048       0.0095817       2.3000000       4.3000000
  264      44.7213595       0.0515000      32.5000000       0.4131880       0.0126491       2.3000000       4.3000000
  265      44.7213595       0.0515000      51.5000000       0.4384329       0.0171079       2.3000000       4.3000000
  266      44.7213595       0.0815000       3.2500000       0.3721765       0.0039845       2.3000000       4.3000000
  267      44.7213595       0.0815000       5.1500000       0.3960938       0.0048699       2.3000000       4.3000000
  268      44.7213595       0.0815000       8.1500000       0.4028424       0.0060400       2.3000000       4.3000000
  269      44.7213595       0.0815000      12.9000000       0.3932789       0.0075895       2.3000000       4.3000000
  270      44.7213595       0.0815000      20.5000000       0.3786824       0.0096449       2.3000000       4.3000000
  271      44.7213595       0.0815000      32.5000000       0.3737628       0.0125542       2.3000000       4.3000000
  272      44.7213595       0.0815000      51.5000000       0.3859220       0.0166968       2.3000000       4.3000000
  273      44.7213595       0.0815000      81.5000000       0.4087582       0.0227684       2.3000000       4.3000000
  274      44.7213595       0.1290000       5.1500000       0.3827266       0.0049964       2.3000000       4.3000000
  275      44.7213595       0.1290000       8.1500000       0.3915964       0.0061981       2.3000000       4.3000000
  276      44.7213595       0.1290000      12.9000000       0.3831184       0.0078108       2.3000000       4.3000000
  277      44.7213595       0.1290000      20.5000000       0.3631796       0.0098979       2.3000000       4.3000000
  278      44.7213595       0.1290000      32.5000000       0.3455068       0.0127756       2.3000000       4.3000000
  279      44.7213595       0.1290000      51.5000000       0.3418663       0.0167284       2.3000000       4.3000000
  280      44.7213595       0.1290000      81.5000000       0.3539969       0.0225470       2.3000000       4.3000000
  281      44.7213595       0.1290000     129.0000000       0.3727642       0.0303262       2.3000000       4.3000000
  282      44.7213595       0.2050000       8.1500000       0.3592316       0.0065459       2.3000000       4.3000000
  283      44.7213595       0.2050000      12.9000000       0.3538392       0.0082219       2.3000000       4.3000000
  284      44.7213595       0.2050000      20.5000000       0.3343148       0.0105304       2.3000000       4.3000000
