    i          rs           x          Q2       sigma        stat        syst        norm
  131      63.2455532       0.0008150       1.2900000       0.0000000       0.0024571       2.3000000       4.3000000
  132      63.2455532       0.0012900       1.2900000       0.0000000       0.0023907       2.3000000       4.3000000
  133      63.2455532       0.0012900       2.0500000       0.0000000       0.0030611       2.3000000       4.3000000
  134      63.2455532       0.0020500       1.2900000       0.0000000       0.0023812       2.3000000       4.3000000
  135      63.2455532       0.0020500       2.0500000       0.0000000       0.0029852       2.3000000       4.3000000
  136      63.2455532       0.0020500       3.2500000       0.4793916       0.0036682       2.3000000       4.3000000
  137      63.2455532       0.0032500       1.2900000       0.0000000       0.0024065       2.3000000       4.3000000
  138      63.2455532       0.0032500       2.0500000       0.0000000       0.0029725       2.3000000       4.3000000
  139      63.2455532       0.0032500       3.2500000       0.4946434       0.0035734       2.3000000       4.3000000
  140      63.2455532       0.0032500       5.1500000       0.5894700       0.0044904       2.3000000       4.3000000
  141      63.2455532       0.0051500       1.2900000       0.0000000       0.0024476       2.3000000       4.3000000
  142      63.2455532       0.0051500       2.0500000       0.0000000       0.0029947       2.3000000       4.3000000
  143      63.2455532       0.0051500       3.2500000       0.4268233       0.0035734       2.3000000       4.3000000
  144      63.2455532       0.0051500       5.1500000       0.4768289       0.0043956       2.3000000       4.3000000
  145      63.2455532       0.0051500       8.1500000       0.5453994       0.0055972       2.3000000       4.3000000
  146      63.2455532       0.0081500       1.2900000       0.0000000       0.0024982       2.3000000       4.3000000
  147      63.2455532       0.0081500       2.0500000       0.0000000       0.0030421       2.3000000       4.3000000
  148      63.2455532       0.0081500       3.2500000       0.4498435       0.0036050       2.3000000       4.3000000
  149      63.2455532       0.0081500       5.1500000       0.4973483       0.0043639       2.3000000       4.3000000
  150      63.2455532       0.0081500       8.1500000       0.5252484       0.0054707       2.3000000       4.3000000
  151      63.2455532       0.0081500      12.9000000       0.5465897       0.0070519       2.3000000       4.3000000
  152      63.2455532       0.0129000       1.2900000       0.0000000       0.0025583       2.3000000       4.3000000
  153      63.2455532       0.0129000       2.0500000       0.0000000       0.0031022       2.3000000       4.3000000
  154      63.2455532       0.0129000       3.2500000       0.4062003       0.0036682       2.3000000       4.3000000
  155      63.2455532       0.0129000       5.1500000       0.4719738       0.0044272       2.3000000       4.3000000
  156      63.2455532       0.0129000       8.1500000       0.5207936       0.0054707       2.3000000       4.3000000
  157      63.2455532       0.0129000      12.9000000       0.5450603       0.0069254       2.3000000       4.3000000
  158      63.2455532       0.0129000      20.5000000       0.5513869       0.0090441       2.3000000       4.3000000
  159      63.2455532       0.0205000       2.0500000       0.0000000       0.0031623       2.3000000       4.3000000
  160      63.2455532       0.0205000       3.2500000       0.3590174       0.0037315       2.3000000       4.3000000
  161      63.2455532       0.0205000       5.1500000       0.4126650       0.0045221       2.3000000       4.3000000
  162      63.2455532       0.0205000       8.1500000       0.4723231       0.0055340       2.3000000       4.3000000
  163      63.2455532       0.0205000      12.9000000       0.5213090       0.0069570       2.3000000       4.3000000
  164      63.2455532       0.0205000      20.5000000       0.5463386       0.0089492       2.3000000       4.3000000
  165      63.2455532       0.0205000      32.5000000       0.5447516       0.0117953       2.3000000       4.3000000
  166      63.2455532       0.0325000       3.2500000       0.3525130       0.0037947       2.3000000       4.3000000
  167      63.2455532       0.0325000       5.1500000       0.3694568       0.0046169       2.3000000       4.3000000
  168      63.2455532       0.0325000       8.1500000       0.4047012       0.0056605       2.3000000       4.3000000
  169      63.2455532       0.0325000      12.9000000       0.4530052       0.0070835       2.3000000       4.3000000
  170      63.2455532       0.0325000      20.5000000       0.4991781       0.0089809       2.3000000       4.3000000
  171      63.2455532       0.0325000      32.5000000       0.5259545       0.0116372       2.3000000       4.3000000
  172      63.2455532       0.0325000      51.5000000       0.5256363       0.0154952       2.3000000       4.3000000
  173      63.2455532       0.0515000       5.1500000       0.3727351       0.0047434       2.3000000       4.3000000
  174      63.2455532       0.0515000       8.1500000       0.3730373       0.0058186       2.3000000       4.3000000
  175      63.2455532       0.0515000      12.9000000       0.3885959       0.0072416       2.3000000       4.3000000
  176      63.2455532       0.0515000      20.5000000       0.4211485       0.0092022       2.3000000       4.3000000
  177      63.2455532       0.0515000      32.5000000       0.4594714       0.0117637       2.3000000       4.3000000
  178      63.2455532       0.0515000      51.5000000       0.4875800       0.0154003       2.3000000       4.3000000
  179      63.2455532       0.0515000      81.5000000       0.4926196       0.0207762       2.3000000       4.3000000
  180      63.2455532       0.0815000       8.1500000       0.3847772       0.0059767       2.3000000       4.3000000
  181      63.2455532       0.0815000      12.9000000       0.3715990       0.0074946       2.3000000       4.3000000
  182      63.2455532       0.0815000      20.5000000       0.3682205       0.0094236       2.3000000       4.3000000
  183      63.2455532       0.0815000      32.5000000       0.3821877       0.0120167       2.3000000       4.3000000
  184      63.2455532       0.0815000      51.5000000       0.4088436       0.0155268       2.3000000       4.3000000
  185      63.2455532       0.0815000      81.5000000       0.4347877       0.0205548       2.3000000       4.3000000
  186      63.2455532       0.0815000     129.0000000       0.4459150       0.0273853       2.3000000       4.3000000
  187      63.2455532       0.1290000      12.9000000       0.3832108       0.0077476       2.3000000       4.3000000
  188      63.2455532       0.1290000      20.5000000       0.3632743       0.0098031       2.3000000       4.3000000
