nEMCCD	1	42
   1	DIS_F2_A12Z6_A2Z1	3.100000000000e-02	5.100000000000e+00	0.000000000000e+00	9.230000000000e-01	4.300000000000e-02	2.200000000000e-02	2.383531960997e+00	
   2	DIS_F2_A12Z6_A2Z1	5.000000000000e-02	7.800000000000e+00	0.000000000000e+00	1.020000000000e+00	3.500000000000e-02	2.000000000000e-02	1.960784313725e+00	
   3	DIS_F2_A12Z6_A2Z1	7.800000000000e-02	1.140000000000e+01	0.000000000000e+00	1.002000000000e+00	2.700000000000e-02	1.900000000000e-02	1.896207584830e+00	
   4	DIS_F2_A12Z6_A2Z1	1.230000000000e-01	1.440000000000e+01	0.000000000000e+00	1.004000000000e+00	3.200000000000e-02	1.900000000000e-02	1.892430278884e+00	
   5	DIS_F2_A12Z6_A2Z1	1.730000000000e-01	1.730000000000e+01	0.000000000000e+00	9.950000000000e-01	3.700000000000e-02	1.800000000000e-02	1.809045226131e+00	
   6	DIS_F2_A12Z6_A2Z1	2.430000000000e-01	2.020000000000e+01	0.000000000000e+00	9.570000000000e-01	3.200000000000e-02	1.800000000000e-02	1.880877742947e+00	
   7	DIS_F2_A12Z6_A2Z1	3.430000000000e-01	2.410000000000e+01	0.000000000000e+00	9.020000000000e-01	4.500000000000e-02	1.700000000000e-02	1.884700665188e+00	
   8	DIS_F2_A12Z6_A2Z1	4.420000000000e-01	2.980000000000e+01	0.000000000000e+00	9.020000000000e-01	6.900000000000e-02	1.700000000000e-02	1.884700665188e+00	
   9	DIS_F2_A12Z6_A2Z1	5.640000000000e-01	3.360000000000e+01	0.000000000000e+00	8.740000000000e-01	8.900000000000e-02	1.600000000000e-02	1.830663615561e+00	
  10	DIS_F2_A12Z6_A2Z1	3.500000000000e-03	5.200000000000e-01	0.000000000000e+00	8.600000000000e-01	6.000000000000e-02	5.000000000000e-02	5.813953488372e+00	
  11	DIS_F2_A12Z6_A2Z1	5.000000000000e-03	6.000000000000e-01	0.000000000000e+00	8.700000000000e-01	4.000000000000e-02	4.000000000000e-02	4.597701149425e+00	
  12	DIS_F2_A12Z6_A2Z1	7.500000000000e-03	6.100000000000e-01	0.000000000000e+00	9.100000000000e-01	5.000000000000e-02	5.000000000000e-02	5.494505494505e+00	
  13	DIS_F2_A12Z6_A2Z1	1.050000000000e-02	6.100000000000e-01	0.000000000000e+00	9.000000000000e-01	5.000000000000e-02	4.000000000000e-02	4.444444444444e+00	
  14	DIS_F2_A12Z6_A2Z1	1.500000000000e-02	6.300000000000e-01	0.000000000000e+00	8.900000000000e-01	4.000000000000e-02	4.000000000000e-02	4.494382022472e+00	
  15	DIS_F2_A12Z6_A2Z1	2.400000000000e-02	6.800000000000e-01	0.000000000000e+00	9.200000000000e-01	5.000000000000e-02	4.000000000000e-02	4.347826086957e+00	
  16	DIS_F2_A12Z6_A2Z1	4.000000000000e-02	9.000000000000e-01	0.000000000000e+00	9.200000000000e-01	6.000000000000e-02	5.000000000000e-02	5.434782608696e+00	
  17	DIS_F2_A12Z6_A2Z1	5.000000000000e-03	1.090000000000e+00	0.000000000000e+00	9.300000000000e-01	1.200000000000e-01	5.000000000000e-02	5.376344086022e+00	
  18	DIS_F2_A12Z6_A2Z1	7.500000000000e-03	1.250000000000e+00	0.000000000000e+00	9.300000000000e-01	7.000000000000e-02	5.000000000000e-02	5.376344086022e+00	
  19	DIS_F2_A12Z6_A2Z1	1.050000000000e-02	1.540000000000e+00	0.000000000000e+00	9.800000000000e-01	7.000000000000e-02	5.000000000000e-02	5.102040816327e+00	
  20	DIS_F2_A12Z6_A2Z1	1.500000000000e-02	1.740000000000e+00	0.000000000000e+00	9.500000000000e-01	5.000000000000e-02	4.000000000000e-02	4.210526315789e+00	
  21	DIS_F2_A12Z6_A2Z1	2.400000000000e-02	1.760000000000e+00	0.000000000000e+00	9.100000000000e-01	4.000000000000e-02	4.000000000000e-02	4.395604395604e+00	
